-1.000000e+00 6.000000e-01 -5.877851e-01 -5.874850e-01
-9.921569e-01 6.000000e-01 -6.666790e-01 -6.665105e-01
-9.843137e-01 6.000000e-01 -7.433748e-01 -7.433249e-01
-9.764706e-01 6.000000e-01 -8.171125e-01 -8.171655e-01
-9.686275e-01 6.000000e-01 -8.871506e-01 -8.872887e-01
-9.607843e-01 6.000000e-01 -9.527729e-01 -9.529774e-01
-9.529412e-01 6.000000e-01 -1.013296e+00 -1.013548e+00
-9.450980e-01 6.000000e-01 -1.068077e+00 -1.068356e+00
-9.372549e-01 6.000000e-01 -1.116516e+00 -1.116806e+00
-9.294118e-01 6.000000e-01 -1.158068e+00 -1.158352e+00
-9.215686e-01 6.000000e-01 -1.192244e+00 -1.192507e+00
-9.137255e-01 6.000000e-01 -1.218617e+00 -1.218847e+00
-9.058824e-01 6.000000e-01 -1.236826e+00 -1.237013e+00
-8.980392e-01 6.000000e-01 -1.246583e+00 -1.246718e+00
-8.901961e-01 6.000000e-01 -1.247669e+00 -1.247748e+00
-8.823529e-01 6.000000e-01 -1.239944e+00 -1.239965e+00
-8.745098e-01 6.000000e-01 -1.223347e+00 -1.223308e+00
-8.666667e-01 6.000000e-01 -1.197890e+00 -1.197794e+00
-8.588235e-01 6.000000e-01 -1.163670e+00 -1.163519e+00
-8.509804e-01 6.000000e-01 -1.120857e+00 -1.120658e+00
-8.431373e-01 6.000000e-01 -1.069700e+00 -1.069460e+00
-8.352941e-01 6.000000e-01 -1.010524e+00 -1.010250e+00
-8.274510e-01 6.000000e-01 -9.437244e-01 -9.434246e-01
-8.196078e-01 6.000000e-01 -8.697652e-01 -8.694496e-01
-8.117647e-01 6.000000e-01 -7.891759e-01 -7.888541e-01
-8.039216e-01 6.000000e-01 -7.025455e-01 -7.022271e-01
-7.960784e-01 6.000000e-01 -6.105179e-01 -6.102122e-01
-7.882353e-01 6.000000e-01 -5.137859e-01 -5.135015e-01
-7.803922e-01 6.000000e-01 -4.130848e-01 -4.128298e-01
-7.725490e-01 6.000000e-01 -3.091862e-01 -3.089675e-01
-7.647059e-01 6.000000e-01 -2.028908e-01 -2.027140e-01
-7.568627e-01 6.000000e-01 -9.502069e-02 -9.489049e-02
-7.490196e-01 6.000000e-01 1.358725e-02 1.366785e-02
-7.411765e-01 6.000000e-01 1.220897e-01 1.221191e-01
-7.333333e-01 6.000000e-01 2.296441e-01 2.296223e-01
-7.254902e-01 6.000000e-01 3.354167e-01 3.353452e-01
-7.176471e-01 6.000000e-01 4.385900e-01 4.384717e-01
-7.098039e-01 6.000000e-01 5.383698e-01 5.382095e-01
-7.019608e-01 6.000000e-01 6.339932e-01 6.337969e-01
-6.941176e-01 6.000000e-01 7.247347e-01 7.245098e-01
-6.862745e-01 6.000000e-01 8.099131e-01 8.096686e-01
-6.784314e-01 6.000000e-01 8.888979e-01 8.886437e-01
-6.705882e-01 6.000000e-01 9.611145e-01 9.608616e-01
-6.627451e-01 6.000000e-01 1.026049e+00 1.025810e+00
-6.549020e-01 6.000000e-01 1.083255e+00 1.083041e+00
-6.470588e-01 6.000000e-01 1.132353e+00 1.132178e+00
-6.392157e-01 6.000000e-01 1.173038e+00 1.172917e+00
-6.313725e-01 6.000000e-01 1.205081e+00 1.205026e+00
-6.235294e-01 6.000000e-01 1.228328e+00 1.228354e+00
-6.156863e-01 6.000000e-01 1.242706e+00 1.242827e+00
-6.078431e-01 6.000000e-01 1.248219e+00 1.248448e+00
-6.000000e-01 6.000000e-01 1.244949e+00 1.245300e+00
-1.000000e+00 6.078431e-01 -6.269236e-01 -6.266373e-01
-9.921569e-01 6.078431e-01 -7.028243e-01 -7.026436e-01
-9.843137e-01 6.078431e-01 -7.764605e-01 -7.763769e-01
-9.764706e-01 6.078431e-01 -8.471010e-01 -8.471031e-01
-9.686275e-01 6.078431e-01 -9.140324e-01 -9.141068e-01
-9.607843e-01 6.078431e-01 -9.765666e-01 -9.766986e-01
-9.529412e-01 6.078431e-01 -1.034047e+00 -1.034221e+00
